ID_election,ID_user,ID_Candidate,firstname,lastname,gender,year_of_birth,age,zip,city,country,language,ID_party,party_short,ID_party_REC,party_REC,ID_district,district,incumbent,elected,ID_civil_status,civil_status,ID_denomination,denomination,ID_education,education,ID_employment,employment,occupation
95,12207,14864,Virginie,Heyer,f,1986,29,2742,Perrefitte,Schweiz,fr_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,,,,,13,Universität oder ETH,,,Economiste
95,12211,14869,Lorenz,Hess,m,1961,54,3066,Stettlen,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,1,0,,,,,,,,,Eidg. Dipl. PR-Berater
95,12215,14873,Anita,Herren-Brauen,f,1966,49,3204,Rosshäusern,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,10,"Höhere Fachschule (Krankenpflegeschule, Schule für Sozialarbeit etc.)",5,Im Familienbetrieb mitarbeitend,"Bäuerin, Grossrätin, Gemeinderätin Soziales"
95,12225,14883,Bernhard,Riem,m,1957,58,3305,Iffwil,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,"Landwirt, Agro.-Ing. HTL, Grossrat"
95,12244,14902,Samuel,Leuenberger,m,1974,41,3555,Trubschachen,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,1,Ledig,,,13,Universität oder ETH,1,Selbstständig erwerbend,"lic. iur., Notar, Grossrat"
95,12262,14922,Marianne,Schenk-Anderegg,f,1959,56,3054,Schüpfen,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,3,Sekundarschule,5,Im Familienbetrieb mitarbeitend,"Geschäftsfrau, Gemeinderätin"
95,12269,14929,Jan,Gnägi,m,1991,24,2565,Jens,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,1,Ledig,2,Protestantisch,5,Berufslehre oder Berufsschule,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Leiter Administration Ref. KG Zollikofen,  Grossrat"
95,12292,14953,Enea,Martinelli,m,1965,50,3800,Matten b. Interlaken,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Spitalapotheker FPH, Dr. pharm"
95,12301,14965,Philip,Kohli,m,1991,24,3007,Bern,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,1,Ledig,2,Protestantisch,13,Universität oder ETH,4,"In Ausbildung (Lehrling, Lehrtochter, Schüler/-in, Student/-in)","Student Rechtswissenschaften, MLaw"
95,12311,14979,Monika,Gygax-Böninger,f,1963,52,4924,Obersteckholz,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,,,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),"Gemeindeschreiberin, Grossrätin"
95,12318,14986,Rolf,Schneeberger,m,1964,51,3367,Thörigen,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,0,0,5,Getrennt,2,Protestantisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Eidg. Dipl. Förster, Fachbereichsleiter"
95,13616,16820,Daniel,Buchli,m,1963,52,7101,Safien Platz,Schweiz,de_CH,18800000525,BDP,7,BDP,18800000009,Graubünden,0,0,2,Verheiratet,3,Römisch-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Förster
95,13624,16829,Andreas,Felix,m,1964,51,7023,Haldenstein,Schweiz,de_CH,18800000525,BDP,7,BDP,18800000009,Graubünden,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Geschäfstführer
95,13627,16832,Urs,Hardegger,m,1958,57,7212,Seewis Dorf,Schweiz,de_CH,18800000525,BDP,7,BDP,18800000009,Graubünden,0,0,8,In Partnerschaft,2,Protestantisch,,,,,Eidg.dipl. Institutionsleiter
95,13631,16836,Elisabeth,Mani-Heldstab,f,1954,61,7260,Davos Dorf,Schweiz,de_CH,18800000525,BDP,7,BDP,18800000009,Graubünden,0,0,2,Verheiratet,2,Protestantisch,9,"Maturitätsschule, Gymnasium oder Seminar",3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Fam.frau/Lehrerin/Erwachsenenbildung
95,13634,16840,Duri,Campell,m,1963,52,7526,Cinuos-chel,Schweiz,de_CH,18800000525,BDP,7,BDP,18800000009,Graubünden,0,0,2,Verheiratet,2,Protestantisch,5,Berufslehre oder Berufsschule,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Landwirt/Skischulleiter
95,14043,17258,Martin,Landolt,m,1968,47,8752,Näfels,Schweiz,de_CH,18800000503,BDP,7,BDP,18800000008,Glarus,1,0,5,Getrennt,3,Römisch-katholisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Unternehmer
95,14357,17807,Leonhard,Grass,m,1968,47,8048,Zürich,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Bankfachmann
95,14454,17990,Wolfgang,Kweitel,m,1982,33,8049,Zürich,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Politikwissenschaftler, lic. phil."
95,14461,17997,Kurt,Artho,m,1962,53,8330,Pfäffikon,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,4,Geschieden,2,Protestantisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Personalleiter
95,14465,18008,Hanna,Stutz,f,1947,68,8143,Stallikon,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,1,Ledig,2,Protestantisch,7,Handelsschule oder Handelsdiplom,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Polizei-/Wehrsekretär/Bezirksrätin
95,14469,18012,Rico,Brazerol,m,1964,51,8810,Horgen,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,2,Verheiratet,3,Römisch-katholisch,,,,,Unternehmer / Publizist
95,14476,18019,Rico,Keller,m,1992,23,8625,Gossau ZH,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Biology BSc ETH
95,14477,18020,Cornelia,Keller,f,1962,53,8625,Gossau,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Personalberaterin
95,14486,18029,Stefan,Hunger,m,1963,52,8617,Mönchaltorf,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,"Unternehmer, Geschäftsführer"
95,14488,18031,Bruno,Fenner,m,1956,59,8600,Dübendorf,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Vermessungstechniker FA / Berufsschullehrer
95,14490,18033,Benedikt,Stockmann,m,1953,62,8600,Dübendorf,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Projektleiter
95,14498,18041,Rosmarie,Quadranti-Stahel,f,1957,58,8604,Volketswil,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,1,0,2,Verheiratet,2,Protestantisch,5,Berufslehre oder Berufsschule,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),"Präs. Schulpflege, Kauffrau"
95,14502,18050,Marcel,Lenggenhager,m,1957,58,8614,Bertschikon,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Unternehmer
95,14505,18053,Rudolf,Winkler,m,1955,60,8548,Ellikon a.d.Th.,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,1,0,8,In Partnerschaft,2,Protestantisch,,,,,Dipl. Landwirt
95,14506,18057,Judith,Waser,f,1962,53,8465,Rudolfingen,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,2,Verheiratet,2,Protestantisch,,,,,Selbstständige Geschäftsfrau / Malerin
95,14508,18059,Astrid,Hämmig,f,1980,35,8465,Rudolfingen,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,1,Ledig,,,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Key Account Managerin, Dipl. Ing. Agronomin ETH"
95,14512,18063,Astrid,Gut,f,1969,46,8304,Wallisellen,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,,,,,,,,,Kauffrau
95,14515,18066,Jürg,Stahel,m,1966,49,8309,Nürensdorf,Schweiz,de_CH,18800004542,BDP,7,BDP,18800000024,Zürich,0,0,2,Verheiratet,2,Protestantisch,5,Berufslehre oder Berufsschule,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Kaufmännischer Angestellter
95,15743,20038,Esther,Meisinger,f,1970,45,4416,Bubendorf,Schweiz,de_CH,18800003413,BDP,7,BDP,18800000003,Basel-Landschaft,0,0,,,,,,,,,Kauf. Angestellte
95,15761,20056,Kevin,Beining,m,1989,26,4133,Pratteln,Schweiz,de_CH,18800003413,BDP,7,BDP,18800000003,Basel-Landschaft,0,0,1,Ledig,2,Protestantisch,13,Universität oder ETH,4,"In Ausbildung (Lehrling, Lehrtochter, Schüler/-in, Student/-in)",Student Rechtswissenschaft
95,16433,21173,Doris,Vögeli,f,1960,55,4153,Reinach,Schweiz,de_CH,18800003413,BDP,7,BDP,18800000003,Basel-Landschaft,0,0,,,,,,,,,Kauf. Angestellte
95,16473,21236,Markus,Müller-Birrer,m,1973,42,6203,Sempach-Station,Schweiz,de_CH,18800004689,BDP,7,BDP,18800000011,Luzern,0,0,2,Verheiratet,3,Römisch-katholisch,5,Berufslehre oder Berufsschule,1,Selbstständig erwerbend,Landwirt
95,17002,21837,Urs,Gasche,m,1955,60,3312,Fraubrunnen,Schweiz,de_CH,18800000448,BDP,7,BDP,18800000005,Bern,1,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,1,Selbstständig erwerbend,Fürsprecher
95,17004,21839,Bernhard,Guhl,m,1972,43,5443,Niederrohrdorf,Schweiz,de_CH,18800003411,BDP,7,BDP,18800000000,Aargau,1,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Dipl. El.-Ing. HTL/Nationalrat
95,17005,21840,Stefan,Haller,m,1976,39,5605,Dottikon,Schweiz,de_CH,18800003411,BDP,7,BDP,18800000000,Aargau,0,0,2,Verheiratet,10,Konfessionslos,5,Berufslehre oder Berufsschule,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Informatiker
95,17009,21844,Lukas,Wopmann,m,1984,31,5436,Würenlos,Schweiz,de_CH,18800003411,BDP,7,BDP,18800000000,Aargau,0,0,1,Ledig,10,Konfessionslos,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Luftverkehrsangestellter
95,17011,21846,Christian,Haschka,m,1975,40,4665,Oftringen,Schweiz,de_CH,18800003411,BDP,7,BDP,18800000000,Aargau,0,0,2,Verheiratet,3,Römisch-katholisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Bauingenieur FH
